O*NET-SOC Code,Element Name,Scale ID,Data Value,Recommend Suppress,Not Relevant
25-1065.00,Critical Thinking,LV,4.12,N,N
25-1065.00,Active Learning,IM,4,N,
25-1065.00,Active Learning,LV,4,N,N
25-1065.00,Learning Strategies,IM,3.88,N,
25-1065.00,Learning Strategies,LV,4,N,N
25-1065.00,Monitoring,IM,3,N,
25-1065.00,Monitoring,LV,3.62,N,N
25-1065.00,Social Perceptiveness,IM,3.12,N,
25-1065.00,Social Perceptiveness,LV,3.5,N,N
25-1065.00,Coordination,IM,3.12,N,
25-1065.00,Coordination,LV,3,N,N
25-1065.00,Persuasion,IM,3.12,N,
25-1065.00,Persuasion,LV,3.12,N,N
25-1065.00,Negotiation,IM,2.88,N,
25-1065.00,Negotiation,LV,2.88,N,N
25-1065.00,Instructing,IM,4,N,
25-1065.00,Instructing,LV,4.25,N,N
25-1065.00,Service Orientation,IM,3,N,
25-1065.00,Service Orientation,LV,3.12,N,N
25-1065.00,Complex Problem Solving,IM,3.75,N,
25-1065.00,Complex Problem Solving,LV,4,N,N
25-1065.00,Operations Analysis,IM,2.75,N,
25-1065.00,Operations Analysis,LV,2.88,N,N
25-1065.00,Technology Design,IM,1.25,N,
25-1065.00,Technology Design,LV,0.25,N,Y
25-1065.00,Equipment Selection,IM,1,N,
25-1065.00,Equipment Selection,LV,0,N,Y
25-1065.00,Installation,IM,1,N,
25-1065.00,Installation,LV,0,N,Y
25-1065.00,Programming,IM,1.25,N,
25-1065.00,Programming,LV,0.25,N,Y
25-1065.00,Operations Monitoring,IM,1.25,N,
25-1065.00,Operations Monitoring,LV,0.25,N,Y
25-1065.00,Operation and Control,IM,1,N,
25-1065.00,Operation and Control,LV,0,N,Y
25-1065.00,Equipment Maintenance,IM,1,N,
25-1065.00,Equipment Maintenance,LV,0,N,Y
25-1065.00,Troubleshooting,IM,1,N,
25-1065.00,Troubleshooting,LV,0,N,Y
25-1065.00,Repairing,IM,1,N,
25-1065.00,Repairing,LV,0,N,Y
25-1065.00,Quality Control Analysis,IM,1.38,N,
25-1065.00,Quality Control Analysis,LV,0.5,N,Y
25-1065.00,Judgment and Decision Making,IM,3.25,N,
25-1065.00,Judgment and Decision Making,LV,3.75,N,N
25-1065.00,Systems Analysis,IM,2.88,N,
25-1065.00,Systems Analysis,LV,3,N,N
25-1065.00,Systems Evaluation,IM,2.75,N,
25-1065.00,Systems Evaluation,LV,3,N,N
25-1065.00,Time Management,IM,3,N,
25-1065.00,Time Management,LV,3.12,N,N
25-1065.00,Management of Financial Resources,IM,1.88,N,
25-1065.00,Management of Financial Resources,LV,0.88,N,N
25-1065.00,Management of Material Resources,IM,1.88,N,
25-1065.00,Management of Material Resources,LV,1,N,N
25-1065.00,Management of Personnel Resources,IM,2.75,N,
25-1065.00,Management of Personnel Resources,LV,2.88,N,N
25-1066.00,Reading Comprehension,IM,4.12,N,
25-1066.00,Reading Comprehension,LV,5,N,N
25-1066.00,Active Listening,IM,4,N,
25-1066.00,Active Listening,LV,4.88,N,N
25-1066.00,Writing,IM,4,N,
25-1066.00,Writing,LV,5,N,N
25-1066.00,Speaking,IM,4.12,N,
25-1066.00,Speaking,LV,5,N,N
25-1066.00,Mathematics,IM,3,N,
25-1066.00,Mathematics,LV,3.25,N,N
25-1066.00,Science,IM,3.38,N,
25-1066.00,Science,LV,4.12,N,N
25-1066.00,Critical Thinking,IM,3.88,N,
25-1066.00,Critical Thinking,LV,4.25,N,N
25-1066.00,Active Learning,IM,3.88,N,
25-1066.00,Active Learning,LV,4.62,N,N
25-1066.00,Learning Strategies,IM,4.25,N,
25-1066.00,Learning Strategies,LV,5,N,N
25-1066.00,Monitoring,IM,3.5,N,
25-1066.00,Monitoring,LV,3.88,N,N
25-1066.00,Social Perceptiveness,IM,3.75,N,
25-1066.00,Social Perceptiveness,LV,4.5,N,N
25-1066.00,Coordination,IM,3.12,N,
25-1066.00,Coordination,LV,3,N,N
25-1066.00,Persuasion,IM,2.62,N,
25-1066.00,Persuasion,LV,2.88,N,N
25-1066.00,Negotiation,IM,2.5,N,
25-1066.00,Negotiation,LV,2.5,N,N
25-1066.00,Instructing,IM,4.12,N,
25-1066.00,Instructing,LV,4.25,N,N
25-1066.00,Service Orientation,IM,3,N,
25-1066.00,Service Orientation,LV,3,N,N
25-1066.00,Complex Problem Solving,IM,3.75,N,
25-1066.00,Complex Problem Solving,LV,3.88,N,N
25-1066.00,Operations Analysis,IM,2.5,N,
25-1066.00,Operations Analysis,LV,2.25,N,N
25-1066.00,Technology Design,IM,1.62,N,
25-1066.00,Technology Design,LV,0.75,N,N
25-1066.00,Equipment Selection,IM,1,N,
25-1066.00,Equipment Selection,LV,0,N,Y
25-1066.00,Installation,IM,1,N,
25-1066.00,Installation,LV,0,N,Y
25-1066.00,Programming,IM,1.88,N,
25-1066.00,Programming,LV,1,N,N
25-1066.00,Operations Monitoring,IM,1.38,N,
25-1066.00,Operations Monitoring,LV,0.38,N,N
25-1066.00,Operation and Control,IM,1,N,
25-1066.00,Operation and Control,LV,0,N,Y
25-1066.00,Equipment Maintenance,IM,1,N,
25-1066.00,Equipment Maintenance,LV,0,N,Y
25-1066.00,Troubleshooting,IM,1,N,
25-1066.00,Troubleshooting,LV,0,N,Y
25-1066.00,Repairing,IM,1,N,
25-1066.00,Repairing,LV,0,N,Y
25-1066.00,Quality Control Analysis,IM,1.5,N,
25-1066.00,Quality Control Analysis,LV,0.5,N,N
25-1066.00,Judgment and Decision Making,IM,3.75,N,
25-1066.00,Judgment and Decision Making,LV,4.12,N,N
25-1066.00,Systems Analysis,IM,3.12,N,
25-1066.00,Systems Analysis,LV,3.12,N,N
25-1066.00,Systems Evaluation,IM,3.12,N,
25-1066.00,Systems Evaluation,LV,3.25,N,N
25-1066.00,Time Management,IM,3,N,
25-1066.00,Time Management,LV,3.5,N,N
25-1066.00,Management of Financial Resources,IM,1.75,N,
25-1066.00,Management of Financial Resources,LV,0.75,N,N
25-1066.00,Management of Material Resources,IM,1.88,N,
25-1066.00,Management of Material Resources,LV,1,N,N
25-1066.00,Management of Personnel Resources,IM,2.88,N,
25-1066.00,Management of Personnel Resources,LV,3,N,N
25-1067.00,Reading Comprehension,IM,4,N,
25-1067.00,Reading Comprehension,LV,4.88,N,N
25-1067.00,Active Listening,IM,4,N,
25-1067.00,Active Listening,LV,4.12,N,N
25-1067.00,Writing,IM,4,N,
25-1067.00,Writing,LV,4.75,N,N
25-1067.00,Speaking,IM,4.62,N,
25-1067.00,Speaking,LV,4.75,N,N
25-1067.00,Mathematics,IM,2.12,N,
25-1067.00,Mathematics,LV,3.25,N,N
25-1067.00,Science,IM,2.75,N,
25-1067.00,Science,LV,3.75,N,N
25-1067.00,Critical Thinking,IM,3.75,N,
25-1067.00,Critical Thinking,LV,4.12,N,N
25-1067.00,Active Learning,IM,3.62,N,
25-1067.00,Active Learning,LV,4.38,N,N
25-1067.00,Learning Strategies,IM,4,N,
25-1067.00,Learning Strategies,LV,4.88,N,N
25-1067.00,Monitoring,IM,3.75,N,
25-1067.00,Monitoring,LV,3.88,N,N
25-1067.00,Social Perceptiveness,IM,3.62,N,
25-1067.00,Social Perceptiveness,LV,3.88,N,N
25-1067.00,Coordination,IM,2.88,N,
25-1067.00,Coordination,LV,2.88,N,N
25-1067.00,Persuasion,IM,2.75,N,
25-1067.00,Persuasion,LV,2.88,N,N
25-1067.00,Negotiation,IM,2.62,N,
25-1067.00,Negotiation,LV,2.75,N,N
25-1067.00,Instructing,IM,4,N,
25-1067.00,Instructing,LV,4.62,N,N
25-1067.00,Service Orientation,IM,3,N,
25-1067.00,Service Orientation,LV,3,N,N
25-1067.00,Complex Problem Solving,IM,3.12,N,
25-1067.00,Complex Problem Solving,LV,3.75,N,N
25-1067.00,Operations Analysis,IM,2.62,N,
25-1067.00,Operations Analysis,LV,2.5,N,N
25-1067.00,Technology Design,IM,1.38,N,
25-1067.00,Technology Design,LV,0.38,N,N
25-1067.00,Equipment Selection,IM,1,N,
25-1067.00,Equipment Selection,LV,0,N,Y
25-1067.00,Installation,IM,1,N,
25-1067.00,Installation,LV,0,N,Y
25-1067.00,Programming,IM,1.5,N,
25-1067.00,Programming,LV,0.5,N,N
25-1067.00,Operations Monitoring,IM,1.38,N,
25-1067.00,Operations Monitoring,LV,0.38,N,N
25-1067.00,Operation and Control,IM,1,N,
25-1067.00,Operation and Control,LV,0,N,Y
25-1067.00,Equipment Maintenance,IM,1,N,
25-1067.00,Equipment Maintenance,LV,0,N,Y
25-1067.00,Troubleshooting,IM,1,N,
25-1067.00,Troubleshooting,LV,0,N,Y
25-1067.00,Repairing,IM,1,N,
25-1067.00,Repairing,LV,0,N,Y
25-1067.00,Quality Control Analysis,IM,1.5,N,
25-1067.00,Quality Control Analysis,LV,0.5,N,N
25-1067.00,Judgment and Decision Making,IM,3.25,N,
25-1067.00,Judgment and Decision Making,LV,4,N,N
25-1067.00,Systems Analysis,IM,2.88,N,
25-1067.00,Systems Analysis,LV,3.25,N,N
25-1067.00,Systems Evaluation,IM,2.88,N,
25-1067.00,Systems Evaluation,LV,3.25,N,N
25-1067.00,Time Management,IM,3.38,N,
25-1067.00,Time Management,LV,3.62,N,N
25-1067.00,Management of Financial Resources,IM,1.62,N,
25-1067.00,Management of Financial Resources,LV,0.75,N,N
25-1067.00,Management of Material Resources,IM,1.75,N,
25-1067.00,Management of Material Resources,LV,0.88,N,N
25-1067.00,Management of Personnel Resources,IM,2.88,N,
25-1067.00,Management of Personnel Resources,LV,2.62,N,N
25-1071.00,Reading Comprehension,IM,4.12,N,
25-1071.00,Reading Comprehension,LV,5,N,N
25-1071.00,Active Listening,IM,4,N,
25-1071.00,Active Listening,LV,4.62,N,N
25-1071.00,Writing,IM,4,N,
25-1071.00,Writing,LV,5,N,N
25-1071.00,Speaking,IM,4.12,N,
25-1071.00,Speaking,LV,4.88,N,N
25-1071.00,Mathematics,IM,3,N,
25-1071.00,Mathematics,LV,3,N,N
25-1071.00,Science,IM,3.25,N,
25-1071.00,Science,LV,3.5,N,N
25-1071.00,Critical Thinking,IM,4,N,
25-1071.00,Critical Thinking,LV,4.12,N,N
25-1071.00,Active Learning,IM,4,N,
25-1071.00,Active Learning,LV,4,N,N
25-1071.00,Learning Strategies,IM,4,N,
25-1071.00,Learning Strategies,LV,4.12,N,N
25-1071.00,Monitoring,IM,3.62,N,
25-1071.00,Monitoring,LV,3.88,N,N
25-1071.00,Social Perceptiveness,IM,3.25,N,
25-1071.00,Social Perceptiveness,LV,3.62,N,N
25-1071.00,Coordination,IM,3.12,N,
25-1071.00,Coordination,LV,3.5,N,N
25-1071.00,Persuasion,IM,3,N,
25-1071.00,Persuasion,LV,3.12,N,N
25-1071.00,Negotiation,IM,3,N,
25-1071.00,Negotiation,LV,3,N,N
25-1071.00,Instructing,IM,4.12,N,
25-1071.00,Instructing,LV,4.38,N,N
25-1071.00,Service Orientation,IM,3,N,
25-1071.00,Service Orientation,LV,3,N,N
25-1071.00,Complex Problem Solving,IM,3.75,N,
25-1071.00,Complex Problem Solving,LV,4,N,N
25-1071.00,Operations Analysis,IM,2.38,N,
25-1071.00,Operations Analysis,LV,2.75,N,N
25-1071.00,Technology Design,IM,1.38,N,
25-1071.00,Technology Design,LV,0.5,N,N
25-1071.00,Equipment Selection,IM,1.62,N,
25-1071.00,Equipment Selection,LV,0.62,N,N
25-1071.00,Installation,IM,1,N,
25-1071.00,Installation,LV,0,N,Y
25-1071.00,Programming,IM,1.38,N,
25-1071.00,Programming,LV,0.5,N,N
25-1071.00,Operations Monitoring,IM,1.88,N,
25-1071.00,Operations Monitoring,LV,1.38,N,N
25-1071.00,Operation and Control,IM,1.62,N,
25-1071.00,Operation and Control,LV,0.62,N,N
25-1071.00,Equipment Maintenance,IM,1.62,N,
25-1071.00,Equipment Maintenance,LV,0.75,N,N
25-1071.00,Troubleshooting,IM,1.62,N,
25-1071.00,Troubleshooting,LV,0.75,N,N
25-1071.00,Repairing,IM,1.62,N,
25-1071.00,Repairing,LV,0.75,N,N
25-1071.00,Quality Control Analysis,IM,2,N,
25-1071.00,Quality Control Analysis,LV,1.38,N,N
25-1071.00,Judgment and Decision Making,IM,3.88,N,
25-1071.00,Judgment and Decision Making,LV,3.88,N,N
25-1071.00,Systems Analysis,IM,2.88,N,
25-1071.00,Systems Analysis,LV,2.88,N,N
25-1071.00,Systems Evaluation,IM,2.88,N,
25-1071.00,Systems Evaluation,LV,2.88,N,N
25-1071.00,Time Management,IM,3.75,N,
25-1071.00,Time Management,LV,3.88,N,N
25-1071.00,Management of Financial Resources,IM,1.88,N,
25-1071.00,Management of Financial Resources,LV,1.12,N,N
25-1071.00,Management of Material Resources,IM,1.88,N,
25-1071.00,Management of Material Resources,LV,1.25,N,N
25-1071.00,Management of Personnel Resources,IM,2.88,N,
25-1071.00,Management of Personnel Resources,LV,2.88,N,N
25-1072.00,Reading Comprehension,IM,4,N,
25-1072.00,Reading Comprehension,LV,5,N,N
25-1072.00,Active Listening,IM,4,N,
25-1072.00,Active Listening,LV,4.62,N,N
25-1072.00,Writing,IM,4,N,
25-1072.00,Writing,LV,4.88,N,N
25-1072.00,Speaking,IM,4.12,N,
25-1072.00,Speaking,LV,4.75,N,N
25-1072.00,Mathematics,IM,2.88,N,
25-1072.00,Mathematics,LV,2.88,N,N
25-1072.00,Science,IM,2.88,N,
25-1072.00,Science,LV,2.75,N,N
25-1072.00,Critical Thinking,IM,3.88,N,
25-1072.00,Critical Thinking,LV,4.25,N,N
25-1072.00,Active Learning,IM,3.88,N,
25-1072.00,Active Learning,LV,4,N,N
25-1072.00,Learning Strategies,IM,4.12,N,
25-1072.00,Learning Strategies,LV,4.25,N,N
25-1072.00,Monitoring,IM,3.88,N,
25-1072.00,Monitoring,LV,4.12,N,N
25-1072.00,Social Perceptiveness,IM,3.75,N,
25-1072.00,Social Perceptiveness,LV,4,N,N
25-1072.00,Coordination,IM,3.75,N,
25-1072.00,Coordination,LV,4,N,N
25-1072.00,Persuasion,IM,3.12,N,
25-1072.00,Persuasion,LV,3.12,N,N
25-1072.00,Negotiation,IM,3,N,
25-1072.00,Negotiation,LV,3,N,N
25-1072.00,Instructing,IM,4.25,N,
25-1072.00,Instructing,LV,5,N,N
25-1072.00,Service Orientation,IM,3.25,N,
25-1072.00,Service Orientation,LV,3.25,N,N
25-1072.00,Complex Problem Solving,IM,3.62,N,
25-1072.00,Complex Problem Solving,LV,4,N,N
25-1072.00,Operations Analysis,IM,2.38,N,
25-1072.00,Operations Analysis,LV,2.5,N,N
25-1072.00,Technology Design,IM,1.88,N,
25-1072.00,Technology Design,LV,1.12,N,N
25-1072.00,Equipment Selection,IM,1.25,N,
25-1072.00,Equipment Selection,LV,0.38,N,Y
25-1072.00,Installation,IM,1,N,
25-1072.00,Installation,LV,0,N,Y
25-1072.00,Programming,IM,1.88,N,
25-1072.00,Programming,LV,1.12,N,N
25-1072.00,Operations Monitoring,IM,2,N,
25-1072.00,Operations Monitoring,LV,2,N,N
25-1072.00,Operation and Control,IM,1.5,N,
25-1072.00,Operation and Control,LV,0.62,N,N
25-1072.00,Equipment Maintenance,IM,1,N,
25-1072.00,Equipment Maintenance,LV,0,N,Y
25-1072.00,Troubleshooting,IM,2,N,
25-1072.00,Troubleshooting,LV,1,N,N
25-1072.00,Repairing,IM,1,N,
25-1072.00,Repairing,LV,0,N,Y
25-1072.00,Quality Control Analysis,IM,2.12,N,
25-1072.00,Quality Control Analysis,LV,1.88,N,N
25-1072.00,Judgment and Decision Making,IM,3.88,N,
25-1072.00,Judgment and Decision Making,LV,3.88,N,N
25-1072.00,Systems Analysis,IM,3.12,N,
25-1072.00,Systems Analysis,LV,3.25,N,N
25-1072.00,Systems Evaluation,IM,3.12,N,
25-1072.00,Systems Evaluation,LV,3.25,N,N
25-1072.00,Time Management,IM,3.25,N,
25-1072.00,Time Management,LV,3.75,N,N
25-1072.00,Management of Financial Resources,IM,2,N,
25-1072.00,Management of Financial Resources,LV,1.62,N,N
25-1072.00,Management of Material Resources,IM,2,N,
25-1072.00,Management of Material Resources,LV,1.75,N,N
25-1072.00,Management of Personnel Resources,IM,3,N,
25-1072.00,Management of Personnel Resources,LV,3,N,N
25-1081.00,Reading Comprehension,IM,4.25,N,
25-1081.00,Reading Comprehension,LV,4.88,N,N
25-1081.00,Active Listening,IM,4.12,N,
25-1081.00,Active Listening,LV,4.62,N,N
25-1081.00,Writing,IM,4,N,
25-1081.00,Writing,LV,4.88,N,N
25-1081.00,Speaking,IM,4.62,N,
25-1081.00,Speaking,LV,4.88,N,N
25-1081.00,Mathematics,IM,2.12,N,
25-1081.00,Mathematics,LV,2.25,N,N
25-1081.00,Science,IM,2,N,
25-1081.00,Science,LV,2,N,N
25-1081.00,Critical Thinking,IM,3.75,N,
25-1081.00,Critical Thinking,LV,4,N,N
25-1081.00,Active Learning,IM,4,N,
25-1081.00,Active Learning,LV,4.25,N,N
25-1081.00,Learning Strategies,IM,4.12,N,
25-1081.00,Learning Strategies,LV,4.5,N,N
25-1081.00,Monitoring,IM,3.88,N,
25-1081.00,Monitoring,LV,4,N,N
25-1081.00,Social Perceptiveness,IM,3.25,N,
25-1081.00,Social Perceptiveness,LV,3.62,N,N
25-1081.00,Coordination,IM,3,N,
25-1081.00,Coordination,LV,3,N,N
25-1081.00,Persuasion,IM,2.88,N,
25-1081.00,Persuasion,LV,2.88,N,N
25-1081.00,Negotiation,IM,2.88,N,
25-1081.00,Negotiation,LV,2.88,N,N
25-1081.00,Instructing,IM,4.12,N,
25-1081.00,Instructing,LV,4.25,N,N
25-1081.00,Service Orientation,IM,3,N,
25-1081.00,Service Orientation,LV,2.88,N,N
25-1081.00,Complex Problem Solving,IM,3.75,N,
25-1081.00,Complex Problem Solving,LV,4,N,N
25-1081.00,Operations Analysis,IM,2.62,N,
25-1081.00,Operations Analysis,LV,2.62,N,N
25-1081.00,Technology Design,IM,1.62,N,
25-1081.00,Technology Design,LV,0.75,N,N
25-1081.00,Equipment Selection,IM,1,N,
25-1081.00,Equipment Selection,LV,0,N,Y
25-1081.00,Installation,IM,1,N,
25-1081.00,Installation,LV,0,N,Y
25-1081.00,Programming,IM,1.5,N,
25-1081.00,Programming,LV,0.5,N,N
25-1081.00,Operations Monitoring,IM,1.25,N,
25-1081.00,Operations Monitoring,LV,0.25,N,Y
25-1081.00,Operation and Control,IM,1,N,
25-1081.00,Operation and Control,LV,0,N,Y
25-1081.00,Equipment Maintenance,IM,1,N,
25-1081.00,Equipment Maintenance,LV,0,N,Y
25-1081.00,Troubleshooting,IM,1,N,
25-1081.00,Troubleshooting,LV,0,N,Y
25-1081.00,Repairing,IM,1,N,
25-1081.00,Repairing,LV,0,N,Y
25-1081.00,Quality Control Analysis,IM,1.25,N,
25-1081.00,Quality Control Analysis,LV,0.25,N,Y
25-1081.00,Judgment and Decision Making,IM,3.12,N,
25-1081.00,Judgment and Decision Making,LV,4,N,N
25-1081.00,Systems Analysis,IM,3.12,N,
25-1081.00,Systems Analysis,LV,3.25,N,N
25-1081.00,Systems Evaluation,IM,3.12,N,
25-1081.00,Systems Evaluation,LV,3.25,N,N
25-1081.00,Time Management,IM,3.5,N,
25-1081.00,Time Management,LV,3.5,N,N
25-1081.00,Management of Financial Resources,IM,1.88,N,
25-1081.00,Management of Financial Resources,LV,1.25,N,N
25-1081.00,Management of Material Resources,IM,2.12,N,
25-1081.00,Management of Material Resources,LV,1.88,N,N
25-1081.00,Management of Personnel Resources,IM,2.75,N,
25-1081.00,Management of Personnel Resources,LV,3,N,N
25-1082.00,Reading Comprehension,IM,4.12,N,
25-1082.00,Reading Comprehension,LV,5,N,N
25-1082.00,Active Listening,IM,4,N,
25-1082.00,Active Listening,LV,4.62,N,N
25-1082.00,Writing,IM,4,N,
25-1082.00,Writing,LV,4.75,N,N
25-1082.00,Speaking,IM,4.12,N,
25-1082.00,Speaking,LV,4.75,N,N
25-1082.00,Mathematics,IM,2.25,N,
25-1082.00,Mathematics,LV,2.25,N,N
25-1082.00,Science,IM,2.12,N,
25-1082.00,Science,LV,2.12,N,N
25-1082.00,Critical Thinking,IM,4,N,
25-1082.00,Critical Thinking,LV,4.12,N,N
25-1082.00,Active Learning,IM,4,N,
25-1082.00,Active Learning,LV,4.38,N,N
25-1082.00,Learning Strategies,IM,4,N,
25-1082.00,Learning Strategies,LV,4.38,N,N
25-1082.00,Monitoring,IM,4,N,
25-1082.00,Monitoring,LV,4.12,N,N
25-1082.00,Social Perceptiveness,IM,3.25,N,
25-1082.00,Social Perceptiveness,LV,3.62,N,N
25-1082.00,Coordination,IM,3.12,N,
25-1082.00,Coordination,LV,3.25,N,N
25-1082.00,Persuasion,IM,2.75,N,
25-1082.00,Persuasion,LV,2.75,N,N
25-1082.00,Negotiation,IM,2.62,N,
25-1082.00,Negotiation,LV,2.62,N,N
25-1082.00,Instructing,IM,4.25,N,
25-1082.00,Instructing,LV,4.12,N,N
25-1082.00,Service Orientation,IM,3,N,
25-1082.00,Service Orientation,LV,2.88,N,N
25-1082.00,Complex Problem Solving,IM,3.62,N,
25-1082.00,Complex Problem Solving,LV,3.75,N,N
25-1082.00,Operations Analysis,IM,2,N,
25-1082.00,Operations Analysis,LV,1.62,N,N
25-1082.00,Technology Design,IM,1.75,N,
25-1082.00,Technology Design,LV,0.75,N,N
25-1082.00,Equipment Selection,IM,1,N,
25-1082.00,Equipment Selection,LV,0,N,Y
25-1082.00,Installation,IM,1,N,
25-1082.00,Installation,LV,0,N,Y
25-1082.00,Programming,IM,1.75,N,
25-1082.00,Programming,LV,0.75,N,N
25-1082.00,Operations Monitoring,IM,1.5,N,
25-1082.00,Operations Monitoring,LV,0.5,N,N
25-1082.00,Operation and Control,IM,1,N,
25-1082.00,Operation and Control,LV,0,N,Y
25-1082.00,Equipment Maintenance,IM,1,N,
25-1082.00,Equipment Maintenance,LV,0,N,Y
25-1082.00,Troubleshooting,IM,1,N,
25-1082.00,Troubleshooting,LV,0,N,Y
25-1082.00,Repairing,IM,1,N,
25-1082.00,Repairing,LV,0,N,Y
25-1082.00,Quality Control Analysis,IM,1.62,N,
25-1082.00,Quality Control Analysis,LV,0.75,N,N
25-1082.00,Judgment and Decision Making,IM,3.25,N,
25-1082.00,Judgment and Decision Making,LV,3.75,N,N
25-1082.00,Systems Analysis,IM,3.12,N,
25-1082.00,Systems Analysis,LV,3.38,N,N
25-1082.00,Systems Evaluation,IM,3.12,N,
25-1082.00,Systems Evaluation,LV,3.38,N,N
25-1082.00,Time Management,IM,3,N,
25-1082.00,Time Management,LV,3.5,N,N
25-1082.00,Management of Financial Resources,IM,1.75,N,
25-1082.00,Management of Financial Resources,LV,1.25,N,N
25-1082.00,Management of Material Resources,IM,1.75,N,
25-1082.00,Management of Material Resources,LV,1.38,N,N
25-1082.00,Management of Personnel Resources,IM,2.88,N,
25-1082.00,Management of Personnel Resources,LV,2.88,N,N
25-1111.00,Reading Comprehension,IM,4,N,
25-1111.00,Reading Comprehension,LV,4.88,N,N
25-1111.00,Active Listening,IM,4.12,N,
25-1111.00,Active Listening,LV,4.75,N,N
25-1111.00,Writing,IM,4,N,
25-1111.00,Writing,LV,4.5,N,N
25-1111.00,Speaking,IM,4.75,N,
25-1111.00,Speaking,LV,4.88,N,N
25-1111.00,Mathematics,IM,2,N,
25-1111.00,Mathematics,LV,2,N,N
25-1111.00,Science,IM,1.75,N,
25-1111.00,Science,LV,1.5,N,N
25-1111.00,Critical Thinking,IM,4.12,N,
25-1111.00,Critical Thinking,LV,4.12,N,N
25-1111.00,Active Learning,IM,4,N,
25-1111.00,Active Learning,LV,4,N,N
25-1111.00,Learning Strategies,IM,4,N,
25-1111.00,Learning Strategies,LV,4,N,N
25-1111.00,Monitoring,IM,3.88,N,
25-1111.00,Monitoring,LV,4,N,N
25-1111.00,Social Perceptiveness,IM,3.12,N,
25-1111.00,Social Perceptiveness,LV,3.75,N,N
25-1111.00,Coordination,IM,2.88,N,
25-1111.00,Coordination,LV,3,N,N
25-1111.00,Persuasion,IM,2.88,N,
25-1111.00,Persuasion,LV,3,N,N
25-1111.00,Negotiation,IM,2.75,N,
25-1111.00,Negotiation,LV,2.75,N,N
25-1111.00,Instructing,IM,4,N,
25-1111.00,Instructing,LV,4.12,N,N
25-1111.00,Service Orientation,IM,3,N,
25-1111.00,Service Orientation,LV,3,N,N
25-1111.00,Complex Problem Solving,IM,3.12,N,
25-1111.00,Complex Problem Solving,LV,3.75,N,N
25-1111.00,Operations Analysis,IM,2.62,N,
25-1111.00,Operations Analysis,LV,2.25,N,N
25-1111.00,Technology Design,IM,1.25,N,
25-1111.00,Technology Design,LV,0.38,N,Y
25-1111.00,Equipment Selection,IM,1,N,
25-1111.00,Equipment Selection,LV,0,N,Y
25-1111.00,Installation,IM,1,N,
25-1111.00,Installation,LV,0,N,Y
25-1111.00,Programming,IM,1.38,N,
25-1111.00,Programming,LV,0.5,N,N
25-1111.00,Operations Monitoring,IM,1.5,N,
25-1111.00,Operations Monitoring,LV,0.5,N,N
25-1111.00,Operation and Control,IM,1,N,
25-1111.00,Operation and Control,LV,0,N,Y
25-1111.00,Equipment Maintenance,IM,1,N,
25-1111.00,Equipment Maintenance,LV,0,N,Y
25-1111.00,Troubleshooting,IM,1,N,
25-1111.00,Troubleshooting,LV,0,N,Y
25-1111.00,Repairing,IM,1,N,
25-1111.00,Repairing,LV,0,N,Y
25-1111.00,Quality Control Analysis,IM,1.12,N,
25-1111.00,Quality Control Analysis,LV,0.12,N,Y
25-1111.00,Judgment and Decision Making,IM,3.62,N,
25-1111.00,Judgment and Decision Making,LV,3.62,N,N
25-1111.00,Systems Analysis,IM,3.12,N,
25-1111.00,Systems Analysis,LV,3.12,N,N
25-1111.00,Systems Evaluation,IM,2.88,N,
25-1111.00,Systems Evaluation,LV,2.88,N,N
25-1111.00,Time Management,IM,3.12,N,
25-1111.00,Time Management,LV,3.25,N,N
25-1111.00,Management of Financial Resources,IM,1.5,N,
25-1111.00,Management of Financial Resources,LV,0.5,N,N
25-1111.00,Management of Material Resources,IM,1.62,N,
25-1111.00,Management of Material Resources,LV,0.62,N,N
25-1111.00,Management of Personnel Resources,IM,2.75,N,
25-1111.00,Management of Personnel Resources,LV,2.88,N,N
25-1112.00,Reading Comprehension,IM,4.25,N,
25-1112.00,Reading Comprehension,LV,5.12,N,N
25-1112.00,Active Listening,IM,4.25,N,
25-1112.00,Active Listening,LV,4.88,N,N
25-1112.00,Writing,IM,4,N,
25-1112.00,Writing,LV,5,N,N
25-1112.00,Speaking,IM,4.62,N,
25-1112.00,Speaking,LV,5,N,N
25-1112.00,Mathematics,IM,2,N,
